Rk,Player,Date,Tm,Opp,Rslt,AppDec,IP,H,R,ER,BB,SO,HR,UER,Pit,Str,GSc,IR,IS,BF,AB,2B,3B,IBB,HBP,SH,SF,GDP,SB,CS,PO,BK,WP,ERA,WPA,RE24,aLI,DFS(DK),DFS(FD)
710,Yonny Chirinos\chiriyo01,5/4/19,TBR,BAL,L 0-3,GS-8 L,7.1,7,3,3,1,3,1,0,93,60,54,,,29,28,2,0,0,0,0,0,2,0,0,0,0,0,3.68,-0.062,0.894,0.539,11.7,22
711,Yonny Chirinos\chiriyo01,5/11/19,TBR,NYY,W 7-2,3-6 W,4,4,2,2,1,2,1,0,63,45,,0,0,17,14,1,0,0,2,0,0,2,0,0,0,1,0,4.5,-0.009,0.085,1.254,8.8,24
712,Yonny Chirinos\chiriyo01,4/22/19,TBR,KCR,W 6-3,GS-6,6,6,3,3,1,3,3,0,91,59,50,,,24,23,0,0,0,0,0,0,1,0,0,0,0,0,4.5,-0.045,0.128,0.795,9.3,18
713,Yonny Chirinos\chiriyo01,8/17/18,TBR,BOS,L 3-7,2-7 L,6,9,5,5,1,1,0,0,88,53,,0,0,28,27,5,0,0,0,0,0,0,0,0,0,0,1,7.5,-0.191,-1.812,0.927,-0.5,6
714,Yonny Chirinos\chiriyo01,9/20/18,TBR,TOR,L 8-9,6-Feb,4.2,1,0,0,1,5,0,0,60,42,,1,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,2.757,0.834,19.3,29
715,Yonny Chirinos\chiriyo01,7/29/18,TBR,BAL,L 5-11,GS-3 L,3,6,4,3,2,3,1,1,57,31,34,,,17,15,1,0,0,0,0,0,1,1,0,0,0,0,9,-0.262,-2.527,0.87,1.95,9
717,Yonny Chirinos\chiriyo01,8/4/18,TBR,CHW,L 1-2,5-GF L,5,2,1,0,2,6,0,1,59,44,,0,0,18,16,1,0,1,0,0,0,1,0,0,0,0,0,0,0.033,1.478,1.347,20.85,33
718,Yonny Chirinos\chiriyo01,9/26/18,TBR,NYY,W 8-7,2-5 W,4,3,0,0,2,3,0,0,73,46,,0,0,16,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0.237,1.982,1.376,16,33
719,Yonny Chirinos\chiriyo01,4/5/18,TBR,BOS,L 2-3,GS-5,5,3,0,0,0,4,0,0,54,38,65,,,17,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0.287,2.657,0.915,17.45,27
720,Yonny Chirinos\chiriyo01,5/22/19,TBR,LAD,W 8-1,6-Feb,3.2,3,1,1,0,2,1,0,49,28,,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0.038,0.652,0.989,8.45,14
721,Yonny Chirinos\chiriyo01,4/12/19,TBR,TOR,W 11-7,7-May,2.1,7,6,6,2,3,1,0,48,30,,0,0,15,13,2,0,0,0,0,0,0,0,0,0,0,0,23.14,-0.132,-4.724,0.479,-6.15,-2
722,Yonny Chirinos\chiriyo01,4/7/19,TBR,SFG,W 3-0,GS-5 W,5,2,0,0,1,5,0,0,67,44,67,,,16,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0.292,2.489,0.925,23.45,42
723,Yonny Chirinos\chiriyo01,4/22/18,TBR,MIN,W 8-6,GS-5,4.2,4,2,2,2,6,1,0,83,55,52,,,20,18,0,0,0,0,0,0,0,0,0,0,0,0,3.86,0.038,0.249,1.02,14.9,26
724,Yonny Chirinos\chiriyo01,4/17/19,TBR,BAL,W 8-1,2-6 W,5,1,0,0,1,5,0,0,70,47,,0,0,17,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0.122,2.607,0.378,24.05,42
725,Diego Castillo\castidi01,6/18/18,TBR,HOU,L 4-5,6-7 H,1.1,0,0,0,0,0,0,0,9,6,,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0.923,1.81,3,4
726,Diego Castillo\castidi01,8/26/18,TBR,BOS,W 9-1,7-Jul,1,0,0,0,0,0,0,0,8,6,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.496,0.12,2.25,3
727,Diego Castillo\castidi01,5/15/19,TBR,MIA,W 1-0,9-GF S,1,0,0,0,1,2,0,0,20,8,,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0.466,3.463,5.65,9
728,Diego Castillo\castidi01,3/29/19,TBR,HOU,W 4-2,6-7 H,2,2,0,0,0,1,0,0,19,16,,0,0,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0.154,1.043,1.49,5.3,9
729,Diego Castillo\castidi01,4/18/19,TBR,BAL,L 5-6,11-GF(11) L,1,3,1,1,0,0,0,0,21,15,,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,9,-0.293,-0.479,2.57,-1.55,0
730,Diego Castillo\castidi01,7/9/18,TBR,DET,W 10-9,7-7BS,0.2,1,1,1,1,0,0,0,17,7,,1,1,5,3,1,0,0,1,0,0,0,0,0,0,0,0,13.5,-0.183,-1.062,2.846,-2.3,-1
731,Diego Castillo\castidi01,4/14/19,TBR,TOR,W 8-4,7-7 H,0.2,0,0,0,0,0,0,0,2,1,,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.114,0.538,2.57,1.5,2
732,Diego Castillo\castidi01,8/11/18,TBR,TOR,W 3-1,2-4 W,2.2,1,0,0,1,2,0,0,34,20,,2,0,10,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0.213,1.898,1.518,12.2,26
733,Diego Castillo\castidi01,8/8/18,TBR,BAL,L 4-5,8-Aug,1,0,0,0,0,1,0,0,10,8,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,0.496,1.407,4.25,6
734,Diego Castillo\castidi01,5/7/19,TBR,ARI,W 6-3,7-7 H,1,1,0,0,1,0,0,0,19,9,,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0.521,2.452,1.05,3
735,Diego Castillo\castidi01,6/17/18,TBR,NYY,W 3-1,8-8 H,1,1,0,0,0,2,0,0,13,9,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0.531,2.402,5.65,9
736,Diego Castillo\castidi01,7/25/18,TBR,NYY,W 3-2,5-6 W,2,2,0,0,0,1,0,0,30,18,,0,0,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.107,0.991,0.912,9.3,21
737,Diego Castillo\castidi01,5/28/19,TBR,TOR,W 3-1,9-GF S,1,2,1,1,0,0,0,0,17,11,,0,0,5,4,1,0,0,0,0,1,0,0,0,0,0,0,9,0.035,-0.479,1.158,-0.95,0
738,Diego Castillo\castidi01,4/19/19,TBR,BOS,L 4-6,8-8 L,0,2,2,2,0,0,2,0,7,4,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,inf,-0.361,-2,1.395,-5.2,-6
739,Diego Castillo\castidi01,5/17/19,TBR,NYY,L 3-4,8-8 H,1,0,0,0,0,2,0,0,16,11,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0.538,1.217,6.25,9
740,Diego Castillo\castidi01,9/8/18,TBR,BAL,W 10-5,GS-1,1,1,0,0,1,1,0,0,19,10,51,,,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0.048,0.496,0.86,3.05,6
741,Diego Castillo\castidi01,6/24/18,TBR,NYY,W 7-6,5-5 H,0.2,2,1,1,0,0,0,0,19,11,,1,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,13.5,-0.127,-1.48,1.223,-1.7,-1
742,Diego Castillo\castidi01,5/8/19,TBR,ARI,L 2-3,12-Nov,1.2,0,0,0,0,4,0,0,25,19,,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0.934,1.938,11.75,17
743,Diego Castillo\castidi01,7/31/18,TBR,LAA,W 10-6,7-Jul,1,0,0,0,2,2,0,0,27,14,,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.496,0.506,5.05,9
744,Diego Castillo\castidi01,5/25/19,TBR,CLE,W 6-2,9-GF,1,1,0,0,0,2,0,0,16,11,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.554,0.265,5.65,9
745,Diego Castillo\castidi01,6/9/18,TBR,SEA,W 7-3,8-Jul,1.2,2,1,1,2,2,0,0,36,18,,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,2,5.4,0.003,-0.443,0.753,3.35,8
746,Diego Castillo\castidi01,8/15/18,TBR,NYY,W 6-1,9-GF,1,0,0,0,2,0,0,0,13,4,,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.009,0.531,0.217,1.05,3
747,Diego Castillo\castidi01,3/31/19,TBR,HOU,W 3-1,9-GF S,1,0,0,0,1,0,0,0,17,9,,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.077,0.521,1.153,1.65,3
748,Diego Castillo\castidi01,5/29/19,TBR,TOR,W 4-3,11-GF(11) W,1,1,0,0,1,1,0,0,22,11,,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0.521,3.55,7.05,18
749,Diego Castillo\castidi01,7/14/18,TBR,MIN,W 19-6,5-May,0.2,1,0,0,0,1,0,0,12,8,,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,-0.066,2.213,2.9,5
750,Diego Castillo\castidi01,9/16/18,TBR,OAK,W 5-4,GS-1,1,0,0,0,0,2,0,0,13,11,55,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.496,0.63,6.25,9
751,Diego Castillo\castidi01,6/6/18,TBR,WSN,L 2-11,7-Jul,1,0,0,0,0,2,0,0,21,14,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512,0,6.25,9
752,Diego Castillo\castidi01,9/29/18,TBR,TOR,W 4-3,6-7 W,2,1,1,1,0,4,1,0,33,22,,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,4.5,-0.022,-0.009,0.999,13.9,27
753,Diego Castillo\castidi01,7/11/18,TBR,DET,W 4-2,8-8 H,1,1,0,0,0,0,0,0,7,5,,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0.496,1.858,1.65,3
754,Diego Castillo\castidi01,6/26/18,TBR,WSN,W 1-0,7-8 H,2,0,0,0,1,1,0,0,28,20,,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0.991,1.45,5.9,9
755,Diego Castillo\castidi01,4/21/19,TBR,BOS,L 3-4,10-Sep,2,1,0,0,1,5,0,0,32,23,,0,0,8,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0.283,1.043,2.866,13.3,21
756,Diego Castillo\castidi01,9/4/18,TBR,TOR,W 4-0,8-Jul,2,0,0,0,0,3,0,0,23,16,,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.991,0.402,10.5,15
757,Diego Castillo\castidi01,5/19/19,TBR,NYY,L 5-13,5-6 L,1.1,2,3,3,3,0,0,0,32,17,,0,0,9,6,0,1,0,0,0,0,0,1,0,0,0,0,20.25,-0.175,-1.541,1.958,-6,-5
758,Diego Castillo\castidi01,7/15/18,TBR,MIN,L 7-11,7-8BS,0.1,1,3,2,2,1,0,1,21,9,,2,2,4,2,0,0,0,0,0,0,0,0,0,0,1,0,54,-0.754,-3.49,2.496,-3.05,-2
759,Diego Castillo\castidi01,9/2/18,TBR,CLE,W 6-4,GS-2,1,1,0,0,0,1,0,0,16,10,52,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.14,0.725,3.65,6
760,Diego Castillo\castidi01,4/1/19,TBR,COL,W 7-1,9-GF,1,0,0,0,0,3,0,0,14,10,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.521,0.033,8.25,12
761,Diego Castillo\castidi01,4/29/19,TBR,KCR,W 8-5,8-8 H,1,1,0,0,0,2,0,0,14,10,,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0.095,0.538,1.414,5.65,9
762,Diego Castillo\castidi01,8/29/18,TBR,ATL,W 8-5,GS-2,2,3,3,3,0,2,1,0,36,26,40,,,9,9,0,0,0,0,0,0,0,0,0,0,0,0,13.5,-0.193,-2.034,0.709,0.7,3
763,Diego Castillo\castidi01,7/20/18,TBR,MIA,L 5-6,7-7 L,0.1,0,2,2,2,1,0,0,18,8,,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,54,-0.061,-0.412,1.58,-2.45,-2
764,Diego Castillo\castidi01,6/11/18,TBR,TOR,W 8-4,7-7 H,1,1,0,0,0,2,0,0,20,11,,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0.095,0.496,1.348,5.65,9
765,Diego Castillo\castidi01,9/10/18,TBR,CLE,W 6-5,GS-2,2,1,1,1,1,1,0,0,33,20,50,,,8,7,0,0,0,0,0,0,0,0,0,0,0,1,4.5,-0.01,-0.009,0.852,3.3,6
766,Diego Castillo\castidi01,8/2/18,TBR,LAA,W 4-2,8-8 H,1,0,0,0,0,2,0,0,15,9,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0.496,0.97,6.25,9
767,Diego Castillo\castidi01,9/24/18,TBR,NYY,L 1-4,GS-2,2,2,0,0,0,3,0,0,36,24,55,,,8,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0.098,0.991,0.95,9.3,15
768,Diego Castillo\castidi01,5/11/19,TBR,NYY,W 7-2,7-8 H,2,0,0,0,0,1,0,0,21,18,,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,1.043,0.97,6.5,9
769,Diego Castillo\castidi01,7/6/18,TBR,NYM,L 1-5,7-Jun,2,1,0,0,0,2,0,0,21,14,,1,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0.205,1.237,1.602,7.9,12
771,Diego Castillo\castidi01,4/5/19,TBR,SFG,W 5-2,8-8 H,0.2,0,0,0,0,0,0,0,4,2,,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.205,1.571,4.59,1.5,2
772,Diego Castillo\castidi01,4/27/19,TBR,BOS,W 2-1,8-8 H,0.1,1,1,1,1,0,1,0,8,4,,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,27,-0.149,-1.015,2.077,-2.45,-2
773,Diego Castillo\castidi01,8/17/18,TBR,BOS,L 3-7,8-GF(8),1,0,0,0,0,1,0,0,11,8,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.531,0.04,4.25,6
774,Diego Castillo\castidi01,6/29/18,TBR,HOU,W 3-2,6-7 H,2,1,1,1,0,2,1,0,30,18,,1,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.012,-0.626,1.227,5.9,9
775,Diego Castillo\castidi01,4/3/19,TBR,COL,L 0-1,9-Sep,1,0,0,0,0,0,0,0,13,8,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0.521,1.84,2.25,3
776,Diego Castillo\castidi01,7/29/18,TBR,BAL,L 5-11,8-GF(8),1,2,2,2,0,1,1,0,22,14,,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,18,-0.009,-1.509,0.022,-0.95,0
777,Diego Castillo\castidi01,7/2/18,TBR,MIA,L 2-3,9-Sep,1,1,0,0,0,3,0,0,21,12,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0.43,1.815,7.65,12
778,Diego Castillo\castidi01,7/7/18,TBR,NYM,W 3-0,8-8 H,0.1,0,0,0,0,0,0,0,5,3,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0.56,2.35,0.75,1
779,Diego Castillo\castidi01,5/2/19,TBR,KCR,W 3-1,9-GF S,1,0,0,0,0,2,0,0,12,9,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0.538,1.27,6.25,9
780,Diego Castillo\castidi01,4/28/19,TBR,BOS,W 5-2,9-GF S,1,1,0,0,0,1,0,0,12,8,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.559,0.865,3.65,6
781,Diego Castillo\castidi01,8/24/18,TBR,BOS,W 10-3,GS-2,1.2,2,0,0,0,4,0,0,26,20,55,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0.495,0.791,10.55,17
782,Diego Castillo\castidi01,6/13/18,TBR,TOR,W 1-0,8-GF W,2,1,0,0,0,2,0,0,23,17,,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0.991,1.633,11.9,24
783,Diego Castillo\castidi01,8/19/18,TBR,BOS,W 2-0,GS-2,1.2,1,0,0,0,0,0,0,19,13,53,,,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0.686,0.828,3.15,5
784,Diego Castillo\castidi01,9/19/18,TBR,TEX,W 9-3,GS-2,1.2,1,0,0,0,2,0,0,24,17,55,,,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0.793,0.77,7.15,11
785,Diego Castillo\castidi01,4/16/19,TBR,BAL,W 4-2,9-GF S,1,0,0,0,0,1,0,0,17,10,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0.521,0.993,4.25,6
786,Diego Castillo\castidi01,8/5/18,TBR,CHW,L 7-8,8-GF L,2,2,2,2,0,3,1,0,28,19,,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,9,-0.304,-1.009,1.513,5.3,9
787,Diego Castillo\castidi01,4/12/19,TBR,TOR,W 11-7,7-8 H,1.1,1,1,0,2,2,0,1,33,17,,1,0,7,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0.053,-0.154,3.621,5.2,10
788,Diego Castillo\castidi01,4/7/19,TBR,SFG,W 3-0,7-8 H,1.1,0,0,0,0,3,0,0,20,15,,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.934,1.225,9,13
789,Diego Castillo\castidi01,5/14/19,TBR,MIA,W 4-0,8-8 H,1,1,0,0,0,2,0,0,16,11,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0.046,0.466,1.3,5.65,9
790,Diego Castillo\castidi01,7/23/18,TBR,NYY,W 7-6,6-7 H,0.2,1,2,2,2,0,0,0,17,7,,2,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,27,-0.154,-1.916,1.023,-4.3,-4
791,Diego Castillo\castidi01,6/22/18,TBR,NYY,W 2-1,5-6 H,1.2,0,0,0,1,2,0,0,24,13,,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0.757,1.055,7.15,11
792,Diego Castillo\castidi01,7/1/18,TBR,HOU,W 3-2,8-8 H,0.2,0,0,0,0,1,0,0,15,10,,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349,1.568,6.445,3.5,5
793,Diego Castillo\castidi01,9/21/18,TBR,TOR,W 11-3,GS-1,1,1,1,1,0,1,1,0,15,9,48,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,-0.047,-0.505,0.655,1.65,3
794,Diego Castillo\castidi01,9/14/18,TBR,OAK,L 1-2,GS-2,2,0,0,0,0,4,0,0,29,24,60,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0.991,0.648,12.5,18
795,Jalen Beeks\beeksja02,3/28/19,TBR,HOU,L 1-5,7-GF,3,4,0,0,0,5,0,0,54,38,,0,0,13,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0.025,1.564,0.165,14.35,24
796,Jalen Beeks\beeksja02,4/13/19,TBR,TOR,L 1-3,7-GF(8),1.1,1,1,1,2,3,0,0,33,18,,1,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,6.75,-0.026,-0.154,0.694,5.2,10
797,Jalen Beeks\beeksja02,5/15/19,TBR,MIA,W 1-0,2-4 W,3,4,0,0,0,4,0,0,47,34,,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0.175,1.399,1.344,16.35,33
798,Jalen Beeks\beeksja02,4/18/19,TBR,BAL,L 5-6,5-Mar,3,6,3,3,2,1,1,0,66,45,,0,0,17,15,2,0,0,0,0,0,0,0,0,0,0,0,9,-0.189,-1.436,1.252,-2.05,3
799,Jalen Beeks\beeksja02,4/10/19,TBR,CHW,W 9-1,7-GF S,3,4,1,1,0,3,0,0,48,29,,0,0,13,13,3,0,0,0,0,0,0,0,0,0,0,0,3,0.006,0.564,0.02,8.35,15
800,Jalen Beeks\beeksja02,8/8/18,TBR,BAL,L 4-5,7-Mar,5,2,1,1,2,3,1,0,68,44,,0,0,19,17,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.141,1.478,0.987,12.85,21
801,Jalen Beeks\beeksja02,5/7/19,TBR,ARI,W 6-3,3-6 W,3.1,3,1,1,0,3,0,0,50,31,,0,0,14,13,2,0,0,1,0,0,0,0,0,0,0,0,2.7,0.104,0.809,1.324,13.1,28
802,Jalen Beeks\beeksja02,8/14/18,TBR,NYY,L 1-4,6-Feb,5,2,2,2,2,8,1,0,93,53,,0,0,19,17,1,0,0,0,0,0,0,0,0,0,0,0,3.6,0.007,0.657,0.575,20.85,33
803,Jalen Beeks\beeksja02,3/31/19,TBR,HOU,W 3-1,8-8 H,0.2,0,0,0,0,0,0,0,9,7,,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.084,0.542,1.99,1.5,2
804,Jalen Beeks\beeksja02,5/26/19,TBR,CLE,W 6-3,2-7 W,4.2,2,0,0,3,3,0,0,91,49,,0,0,20,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0.189,2.161,0.781,16.9,35
805,Jalen Beeks\beeksja02,9/4/18,TBR,TOR,W 4-0,4-6 H,2.2,1,0,0,0,4,0,0,31,24,,0,0,9,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.168,1.166,1.324,13.4,20
806,Jalen Beeks\beeksja02,4/1/19,TBR,COL,W 7-1,6-7 H,1.1,0,0,0,1,1,0,0,21,12,,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,1.138,0.812,4.4,7
807,Jalen Beeks\beeksja02,8/29/18,TBR,ATL,W 8-5,3-5 W,3,4,0,0,3,2,0,0,49,26,,0,0,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,1.45,1.466,10.55,27
808,Jalen Beeks\beeksja02,9/10/18,TBR,CLE,W 6-5,5-Mar,2.1,4,1,1,1,3,0,0,51,33,,0,0,13,11,2,0,0,1,0,0,0,0,0,0,0,0,3.86,-0.109,-0.913,1.142,5.65,13
809,Jalen Beeks\beeksja02,8/2/18,TBR,LAA,W 4-2,3-7 W,5,2,2,2,1,4,0,0,71,47,,0,0,18,17,1,0,0,0,0,0,1,0,0,0,0,0,3.6,0.126,0.478,0.832,17.45,33
811,Jalen Beeks\beeksja02,2019-05-01Ê(1),TBR,KCR,L 2-3,8-Feb,6.2,1,0,0,2,6,0,0,84,52,,0,0,23,20,1,0,0,1,0,0,0,0,1,1,0,0,0,0.315,3.654,0.795,24.6,38
812,Jalen Beeks\beeksja02,7/28/18,TBR,BAL,L 2-11,6-Mar,3.1,10,8,8,3,1,0,0,82,45,,0,0,21,18,3,0,0,0,0,0,2,0,0,0,0,0,21.6,-0.223,-6.43,0.526,-14.3,-11
813,Jalen Beeks\beeksja02,9/25/18,TBR,NYY,L 2-9,6-Mar,3.2,4,3,3,2,2,1,0,65,38,,3,3,18,14,1,0,0,1,0,1,0,0,0,0,0,0,7.36,-0.168,-2.945,0.369,2.05,8
814,Jalen Beeks\beeksja02,4/6/19,TBR,SFG,L 4-6,4-Mar,2,3,2,2,1,0,0,0,36,22,,0,0,10,7,0,0,0,0,1,1,0,1,0,0,0,0,9,-0.146,-1.004,1.227,-1.9,0
815,Jalen Beeks\beeksja02,9/18/18,TBR,TEX,W 4-0,8-Jul,2,2,0,0,0,1,0,0,22,16,,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.076,1.145,0.579,5.3,9
816,Jalen Beeks\beeksja02,4/23/19,TBR,KCR,W 5-2,2-6 W,4.2,2,0,0,2,7,0,0,75,49,,1,0,19,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0.24,3.044,0.832,25.5,47
817,Jalen Beeks\beeksja02,5/21/19,TBR,LAD,L 3-7,7-Mar,4.2,8,5,5,2,4,0,0,83,54,,0,0,24,21,2,0,0,0,0,1,0,1,0,0,0,1,9.64,-0.135,-1.906,0.73,2.5,11
818,Jalen Beeks\beeksja02,8/24/18,TBR,BOS,W 10-3,2-7 W,5.1,7,3,3,3,4,0,0,97,59,,2,0,24,21,0,0,0,0,0,0,2,0,0,0,0,0,5.06,-0.049,-0.027,0.599,12,31
819,Jalen Beeks\beeksja02,8/19/18,TBR,BOS,W 2-0,2-6 W,4,1,0,0,2,3,0,0,67,42,,1,0,14,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0.314,2.391,1.451,17.2,33
820,Jalen Beeks\beeksja02,9/21/18,TBR,TOR,W 11-3,2-4 W,3,2,2,2,1,2,2,0,47,28,,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,6,-0.082,-0.514,0.894,8.95,21
821,Anthony Banda\bandaan01,5/26/18,TBR,BAL,W 5-1,2-8 W,6.1,3,1,1,1,7,0,0,81,54,,0,0,23,22,1,1,0,0,0,0,0,0,0,0,0,0,1.42,0.127,2.076,0.405,27.85,49
822,Anthony Banda\bandaan01,5/20/18,TBR,LAA,L 2-5,5-GF(8),3.1,3,2,2,2,2,1,0,57,34,,1,0,14,11,1,0,0,0,0,1,1,0,0,0,0,0,5.4,-0.017,-0.193,0.426,4.5,10
823,Anthony Banda\bandaan01,5/15/18,TBR,KCR,W 6-5,GS-5,5,6,3,3,0,1,0,0,52,38,44,,,19,18,1,0,0,0,1,0,1,0,0,0,0,0,5.4,-0.041,-0.472,1.177,3.65,9
824,Chris Archer\archech01,5/17/18,TBR,LAA,W 7-1,GS-7 W,6.2,2,0,0,4,5,0,0,104,63,71,,,26,21,0,0,0,1,0,0,1,0,0,0,0,1,0,0.378,3.24,1.007,24.8,47
825,Chris Archer\archech01,4/9/18,TBR,CHW,W 5-4,GS-6 W,5.2,6,4,3,3,8,1,1,102,68,48,,,28,23,2,0,0,1,0,1,0,1,0,0,0,1,4.76,-0.163,-1.461,1.431,20.75,44
826,Chris Archer\archech01,5/28/18,TBR,OAK,W 1-0,GS-6,6,4,0,0,2,7,0,0,88,51,69,,,22,20,1,0,0,0,0,0,1,0,1,0,0,0,0,0.355,3.007,1.17,23.9,39
827,Chris Archer\archech01,2018-05-12Ê(1),TBR,BAL,L 3-6,GS-7 L,7,7,6,6,3,4,3,0,101,62,40,,,31,28,2,0,0,0,0,0,0,2,0,0,0,1,7.71,-0.364,-2.563,0.722,5.75,15
828,Chris Archer\archech01,7/9/18,TBR,DET,W 10-9,GS-4,3.1,6,3,3,2,3,0,0,78,53,37,,,18,16,1,0,0,0,0,0,1,0,0,0,0,0,8.1,-0.1,-1.925,1.216,2.7,10
829,Chris Archer\archech01,4/14/18,TBR,PHI,L 4-9,GS-4 L,4,8,7,7,2,2,1,0,80,54,18,,,21,19,3,0,0,0,0,0,1,0,0,0,0,0,15.75,-0.377,-5.018,0.77,-7,-3
830,Chris Archer\archech01,5/6/18,TBR,TOR,L 1-2,GS-7,7,5,1,1,0,6,0,0,97,64,69,,,26,26,1,0,0,0,0,0,0,1,0,0,0,0,1.29,0.233,2.469,1.074,22.75,36
